employee_id,nama,tanggal_lahir,alamat,jabatan,department,tanggal_masuk
815873,"Ega Sihombing, S.Gz",1975-10-22,"Jl. M.H Thamrin No. 5, Medan, Jawa Barat 38833",Regional Sales Manager,Sales,2024-09-14
508733,Ika Permata,1968-10-02,"Jalan Tebet Barat Dalam No. 64, Manado, JK 49453",Underwriting Supervisor,Underwriting,2024-12-15
972271,Ir. Ella Anggraini,2006-02-15,"Jl. Jend. A. Yani No. 1, Balikpapan, SB 65802",CS Manager,Customer Service,2023-05-21
506497,Radit Pratiwi,1990-07-09,"Gg. Raya Ujungberung No. 5, Jambi, SU 96073",Underwriter,Underwriting,2024-08-13
317701,Maimunah Mangunsong,1970-11-11,"Jalan Jend. A. Yani No. 6, Surabaya, BB 57087",Underwriting Supervisor,Underwriting,2023-11-17
47314,Nardi Natsir,1971-02-04,"Jl. Dr. Djunjunan No. 24, Meulaboh, BT 28535",Regional Sales Manager,Sales,2022-08-28
23772,Vanesa Lailasari,1994-03-14,"Jl. Otto Iskandardinata No. 20, Bekasi, PA 47778",Sales Executive,Sales,2022-06-03
732433,"Tina Anggraini, S.E.",1980-05-31,"Jalan Rawamangun No. 808, Palangkaraya, Sumatera Barat 41227",Underwriter,Underwriting,2025-04-14
293597,"Teddy Salahudin, S.E.I",1968-05-25,"Gang W.R. Supratman No. 9, Kota Administrasi Jakarta Utara, Lampung 66044",CS Officer,Customer Service,2024-02-13
836782,Cut Dina Saefullah,1978-05-04,"Gang Moch. Ramdan No. 4, Pontianak, Nusa Tenggara Barat 88353",CS Officer,Customer Service,2021-12-14
915394,"Tgk. Maya Yuniar, M.Ak",2006-02-23,"Jl. Jakarta No. 362, Makassar, PB 29270",Senior Underwriter,Underwriting,2022-08-03
150616,Cut Vivi Nuraini,1996-11-24,"Gg. Kebonjati No. 81, Pangkalpinang, Kalimantan Barat 02971",Claims Officer,Claims,2023-02-01
737036,"Nova Yuliarti, M.Farm",1966-12-01,"Gg. W.R. Supratman No. 61, Padang Sidempuan, JA 10386",Underwriting Supervisor,Underwriting,2021-04-15
377911,Nabila Mustofa,2000-01-07,"Jalan Kapten Muslihat No. 555, Batu, SS 52013",Claims Officer,Claims,2023-05-08
663652,Cut Tantri Mansur,1987-11-18,"Gang Pacuan Kuda No. 31, Pekanbaru, Jambi 09245",Senior Sales Executive,Sales,2022-12-25
431301,Wardi Sihombing,1992-08-12,"Gang Dipenogoro No. 95, Balikpapan, JA 23256",Finance Analyst,Finance,2021-12-08
983324,"H. Manah Kusmawati, M.M.",1967-04-30,"Gang Surapati No. 79, Metro, Nusa Tenggara Barat 19160",Sales Manager,Sales,2024-05-20
821878,dr. Gading Hartati,1998-02-27,"Jalan Pasir Koja No. 2, Solok, KS 07252",CS Officer,Customer Service,2025-03-22
156904,Farhunnisa Sihombing,1971-08-06,"Jl. Surapati No. 51, Cimahi, KR 09836",CS Supervisor,Customer Service,2023-04-24
797721,"R. Rina Widiastuti, S.Psi",1970-06-21,"Jl. Tubagus Ismail No. 392, Banjar, SG 32215",Claims Manager,Claims,2023-12-02
190075,"Mitra Sihombing, M.Farm",1969-10-11,"Gang Dipatiukur No. 4, Lhokseumawe, JA 80442",Finance Supervisor,Finance,2021-12-30
733398,Gilda Purnawati,2001-10-02,"Gang Dr. Djunjunan No. 763, Cimahi, Kalimantan Barat 25987",Underwriting Supervisor,Underwriting,2021-09-12
375426,Nurul Halimah,1996-12-20,"Gg. Yos Sudarso No. 996, Pasuruan, LA 34055",Senior Sales Executive,Sales,2021-02-02
305864,"Parman Saptono, S.Farm",1978-05-01,"Gg. Kapten Muslihat No. 05, Payakumbuh, LA 15744",Senior Underwriter,Underwriting,2024-08-02
558263,"Sabar Kusumo, M.Pd",1987-08-31,"Jl. Wonoayu No. 1, Tangerang Selatan, JB 24805",Claims Analyst,Claims,2023-08-22
808603,Paulin Kusumo,1980-01-16,"Jl. M.T Haryono No. 70, Cilegon, JA 02761",Sales Manager,Sales,2025-03-27
670683,Irfan Wasita,2004-07-02,"Jl. Erlangga No. 9, Surakarta, BE 46189",CS Officer,Customer Service,2021-02-26
958065,"Yahya Agustina, S.Pt",1975-05-10,"Gg. Pacuan Kuda No. 14, Palopo, YO 70728",Senior Underwriter,Underwriting,2024-10-09
462054,Maimunah Ardianto,1999-05-15,"Gang Jayawijaya No. 9, Pontianak, JT 78543",Sales Executive,Sales,2022-07-11
126380,Jasmani Kurniawan,1978-01-30,"Gang M.T Haryono No. 15, Medan, NB 24441",Senior CS Officer,Customer Service,2025-02-21
269183,"Najwa Winarno, S.Pt",1978-11-03,"Gg. Dipenogoro No. 34, Cirebon, KT 88398",Sales Executive,Sales,2023-06-14
234323,"dr. Yuliana Nugroho, M.M.",2002-10-02,"Gang Stasiun Wonokromo No. 8, Tasikmalaya, Kalimantan Tengah 80998",Sales Executive,Sales,2023-08-13
732143,Unjani Lailasari,1969-10-09,"Jalan S. Parman No. 4, Tasikmalaya, PB 68535",Underwriter,Underwriting,2024-09-28
367053,Belinda Iswahyudi,2001-10-14,"Jalan Sukajadi No. 853, Banjarbaru, KR 62973",Regional Sales Manager,Sales,2021-03-03
331337,"dr. Mursinin Kusmawati, S.Pt",2005-01-02,"Jl. Pasir Koja No. 198, Kota Administrasi Jakarta Pusat, KU 02572",CS Supervisor,Customer Service,2022-10-07
884372,Harsana Pradipta,2003-03-29,"Gg. Gardujati No. 156, Pekalongan, Papua 99838",Regional Sales Manager,Sales,2020-08-04
768152,KH. Kayun Mangunsong,2005-06-02,"Gang Jakarta No. 87, Langsa, Sulawesi Utara 19998",Senior CS Officer,Customer Service,2021-08-02
893140,Wirda Haryanto,1972-09-17,"Gg. Merdeka No. 9, Tanjungbalai, Nusa Tenggara Barat 02627",CS Officer,Customer Service,2020-11-05
640223,"Cawuk Tarihoran, M.Kom.",1985-04-23,"Gang K.H. Wahid Hasyim No. 72, Surabaya, KI 38060",Sales Executive,Sales,2022-03-24
709857,"Tgk. Amelia Utami, S.E.I",1990-07-12,"Jalan Jend. A. Yani No. 4, Bekasi, BA 70640",Senior Underwriter,Underwriting,2024-12-15
629151,Latika Sitorus,2007-07-04,"Jl. Rajawali Timur No. 435, Makassar, SG 50329",CS Manager,Customer Service,2022-07-06
877384,"Yono Pertiwi, S.T.",1991-10-04,"Jl. PHH. Mustofa No. 8, Ambon, Kalimantan Barat 85127",Finance Supervisor,Finance,2023-09-23
359183,Ir. Ami Saptono,1982-01-28,"Jl. Ahmad Yani No. 034, Dumai, Papua 84621",Underwriting Supervisor,Underwriting,2023-05-14
850110,Sutan Asman Pradana,1983-08-10,"Jalan Erlangga No. 809, Balikpapan, KT 79071",Finance Staff,Finance,2023-08-09
993314,Tira Gunarto,1983-03-22,"Gg. Tubagus Ismail No. 70, Kota Administrasi Jakarta Selatan, Papua Barat 53146",CS Supervisor,Customer Service,2024-03-25
902975,Kayla Sihombing,1977-04-30,"Gg. Antapani Lama No. 7, Kediri, Kalimantan Barat 27527",Underwriting Manager,Underwriting,2022-08-14
778554,Jatmiko Maryati,1971-06-26,"Jl. Lembong No. 0, Medan, SR 08109",Claims Manager,Claims,2021-09-14
561456,Halima Agustina,1985-10-07,"Gang Kutisari Selatan No. 0, Pasuruan, MA 79143",Finance Analyst,Finance,2020-07-28
658201,Almira Yulianti,1999-04-06,"Gg. Jend. A. Yani No. 15, Magelang, KR 27529",Finance Analyst,Finance,2020-10-31
343162,"Tgk. Pandu Sihombing, S.E.",1988-06-06,"Jalan Ciumbuleuit No. 6, Padang Sidempuan, Kalimantan Tengah 27910",Senior Sales Executive,Sales,2020-12-09
62348,Rika Permata,1982-04-27,"Gg. Ir. H. Djuanda No. 79, Purwokerto, JI 36304",Finance Staff,Finance,2020-12-07
59772,Vicky Widiastuti,1998-12-15,"Jl. Cempaka No. 477, Mataram, Maluku 38499",Underwriting Manager,Underwriting,2024-02-13
578969,"Baktiadi Wahyudin, M.Pd",1965-05-09,"Jalan Sukabumi No. 653, Sukabumi, Kepulauan Riau 89395",Sales Executive,Sales,2021-09-03
270392,T. Soleh Pangestu,1980-02-07,"Jalan Jakarta No. 21, Kota Administrasi Jakarta Barat, Jawa Barat 30967",Finance Supervisor,Finance,2024-03-14
91909,"Tugiman Dabukke, M.Ak",1970-12-05,"Jalan Ir. H. Djuanda No. 1, Blitar, KT 14552",Finance Analyst,Finance,2024-02-29
334987,Zulaikha Pratiwi,1974-04-19,"Gang Moch. Ramdan No. 863, Cirebon, PA 85387",Senior Underwriter,Underwriting,2021-12-31
271162,"Wulan Pradana, M.TI.",1971-03-10,"Gang Waringin No. 2, Pekalongan, Gorontalo 93908",Sales Executive,Sales,2020-11-05
897142,Icha Pratiwi,1988-07-16,"Jalan Laswi No. 096, Pekanbaru, Papua Barat 46874",Claims Officer,Claims,2021-11-30
532140,Heru Prayoga,1996-03-02,"Gang Astana Anyar No. 98, Padang Sidempuan, Lampung 88135",Finance Staff,Finance,2023-11-05
934401,Maria Kurniawan,1966-09-14,"Gg. Moch. Ramdan No. 779, Blitar, Sulawesi Selatan 86962",Senior Underwriter,Underwriting,2022-09-06
455029,Vera Saptono,1995-05-26,"Jl. Jakarta No. 8, Banda Aceh, MA 64190",Senior Sales Executive,Sales,2021-07-01
232951,Hani Laksmiwati,2002-11-09,"Jl. R.E Martadinata No. 8, Tomohon, Lampung 37727",Senior CS Officer,Customer Service,2022-12-09
388613,Sutan Karta Wijayanti,1968-06-30,"Gg. Rumah Sakit No. 7, Kota Administrasi Jakarta Utara, SU 01379",Underwriter,Underwriting,2025-04-06
934732,Puti Yunita Simanjuntak,1995-12-18,"Gang M.H Thamrin No. 447, Bitung, Nusa Tenggara Barat 06007",Sales Executive,Sales,2023-10-23
679992,"Oni Pratama, S.T.",1980-09-19,"Gang Ahmad Yani No. 73, Depok, YO 89689",Sales Executive,Sales,2020-10-04
243443,Umay Rajata,1970-02-14,"Jl. Ir. H. Djuanda No. 375, Sorong, Maluku 71462",Claims Officer,Claims,2021-03-03
299490,Timbul Mansur,1973-10-08,"Gg. Rajawali Timur No. 683, Pematangsiantar, GO 44951",Underwriting Supervisor,Underwriting,2022-09-19
107368,"Dr. Jamil Permadi, M.M.",1997-06-04,"Gg. Ciwastra No. 92, Tanjungpinang, Papua Barat 30324",Underwriting Manager,Underwriting,2021-05-06
752990,dr. Rika Yuliarti,1984-10-27,"Gg. Lembong No. 35, Kupang, Jambi 58409",Regional Sales Manager,Sales,2022-07-19
696967,Jarwa Wijayanti,1979-02-12,"Gang Raya Ujungberung No. 413, Meulaboh, Kalimantan Tengah 65979",Underwriter,Underwriting,2024-09-16
112356,Ulva Prasetya,2003-02-27,"Gg. Rajawali Barat No. 14, Cilegon, Kalimantan Utara 40162",Claims Manager,Claims,2022-08-23
527128,Kasiran Pradana,1989-07-05,"Gang Cempaka No. 570, Solok, ST 44138",Senior Sales Executive,Sales,2022-05-17
857126,Kajen Anggraini,1999-09-16,"Gg. Pasir Koja No. 62, Kota Administrasi Jakarta Pusat, Sulawesi Selatan 85086",Underwriter,Underwriting,2024-08-30
742427,"drg. Sabrina Aryani, S.T.",1978-07-09,"Gang Monginsidi No. 486, Subulussalam, PB 62765",Claims Officer,Claims,2022-03-16
237696,"Hafshah Dongoran, M.M.",1994-03-11,"Gg. Setiabudhi No. 89, Madiun, SU 89650",Finance Supervisor,Finance,2020-12-22
278792,"Mutia Hasanah, M.Pd",2007-02-26,"Jl. Ciumbuleuit No. 6, Binjai, Kalimantan Utara 17699",Underwriting Manager,Underwriting,2021-08-23
855739,Ade Nasyiah,1973-09-14,"Gg. Astana Anyar No. 941, Cilegon, Papua Barat 05130",Claims Supervisor,Claims,2023-04-17
452842,Jaswadi Agustina,1985-07-07,"Gg. Kendalsari No. 9, Pekanbaru, YO 49862",Senior Sales Executive,Sales,2021-06-22
494502,Ira Prastuti,1979-12-30,"Gang Kendalsari No. 2, Pekanbaru, MA 64926",CS Supervisor,Customer Service,2022-12-08
690365,"R. Karman Zulkarnain, S.Farm",1984-02-20,"Gg. Cikapayang No. 0, Subulussalam, KU 93400",Underwriting Manager,Underwriting,2021-03-22
72087,Hj. Vanesa Simanjuntak,1986-10-05,"Gg. PHH. Mustofa No. 350, Pangkalpinang, PB 48285",Sales Manager,Sales,2022-04-29
47135,"Tgk. Aurora Permadi, S.T.",1991-01-05,"Jl. Dipatiukur No. 01, Pariaman, Kalimantan Barat 44583",Sales Manager,Sales,2021-10-24
425472,"Cut Icha Prastuti, M.Pd",1972-05-15,"Jl. Ahmad Yani No. 349, Prabumulih, Kalimantan Barat 90269",Senior Underwriter,Underwriting,2023-06-22
624372,"R.M. Teddy Kuswandari, S.E.I",1972-05-28,"Jalan KH Amin Jasuta No. 15, Batu, JI 98134",Claims Supervisor,Claims,2023-10-01
118486,"Karman Mayasari, M.Pd",1984-08-10,"Gang Cempaka No. 16, Palangkaraya, AC 09482",Finance Staff,Finance,2023-11-14
135966,"Ir. Wahyu Tarihoran, M.M.",1969-04-14,"Gang Cihampelas No. 564, Bandung, JK 93923",CS Officer,Customer Service,2025-04-04
314773,Dewi Kuswandari,1969-06-10,"Gg. Cihampelas No. 860, Sawahlunto, SU 91086",Claims Supervisor,Claims,2022-08-15
899306,Usman Saefullah,1998-07-28,"Jalan Rawamangun No. 3, Banda Aceh, Papua Barat 26835",Regional Sales Manager,Sales,2023-05-08
304598,"Lamar Siregar, M.Farm",1975-12-03,"Gg. Dipenogoro No. 39, Tomohon, GO 91853",Regional Sales Manager,Sales,2025-02-17
768058,Harsanto Simanjuntak,1975-12-02,"Gang Antapani Lama No. 9, Banjar, MU 33661",Finance Manager,Finance,2021-03-09
712968,"dr. Margana Wacana, S.E.",1985-10-24,"Jl. Gegerkalong Hilir No. 32, Makassar, SR 27013",Claims Manager,Claims,2025-04-07
140186,Fathonah Gunawan,1981-09-26,"Jalan Cikutra Barat No. 986, Yogyakarta, SU 67287",Claims Analyst,Claims,2022-03-07
837172,Kalim Suryatmi,2006-10-01,"Jl. Merdeka No. 218, Payakumbuh, KB 16198",Claims Manager,Claims,2024-02-07
350150,Harto Handayani,2006-03-11,"Gang Asia Afrika No. 0, Semarang, ST 42764",Senior Underwriter,Underwriting,2020-10-01
648994,"R.A. Kamaria Nasyidah, S.Pt",1988-02-21,"Jalan Wonoayu No. 6, Jayapura, Maluku 48054",Finance Staff,Finance,2025-03-02
406721,"Mulyanto Thamrin, S.IP",2004-11-02,"Jalan Rumah Sakit No. 54, Padang Sidempuan, Gorontalo 12828",Underwriting Supervisor,Underwriting,2021-11-25
981087,Garan Wahyuni,1991-12-25,"Gg. Raya Setiabudhi No. 03, Banda Aceh, Kalimantan Selatan 05153",Regional Sales Manager,Sales,2024-09-18
664122,Dr. Dina Agustina,1973-02-26,"Gang Raya Ujungberung No. 5, Medan, MU 30851",Sales Manager,Sales,2022-10-10
375677,Drs. Ghani Permata,1991-04-24,"Jalan Suniaraja No. 45, Singkawang, NT 13817",Claims Manager,Claims,2023-11-28
78482,"Ir. Julia Wahyuni, M.Kom.",2004-07-14,"Jalan Moch. Ramdan No. 587, Batam, PB 57762",Underwriter,Underwriting,2025-05-12
148308,Julia Utama,1981-02-27,"Jl. Gedebage Selatan No. 71, Blitar, Sumatera Selatan 41233",Sales Executive,Sales,2024-03-14
422079,Hani Dabukke,1967-07-14,"Jalan Yos Sudarso No. 87, Pekalongan, BT 10760",Sales Manager,Sales,2021-07-06
264991,T. Oman Puspita,1981-09-13,"Jalan Kapten Muslihat No. 82, Tidore Kepulauan, Bali 68436",Claims Supervisor,Claims,2020-11-05
122685,Reksa Widodo,2005-01-29,"Gg. Rajiman No. 2, Surakarta, Kepulauan Bangka Belitung 56472",Claims Manager,Claims,2024-11-28
269190,Opan Mahendra,1988-11-23,"Jalan Moch. Toha No. 46, Tomohon, Bengkulu 37484",Senior CS Officer,Customer Service,2022-12-18
762895,Puput Thamrin,1967-05-15,"Jl. Sukabumi No. 1, Batam, JI 59141",CS Supervisor,Customer Service,2020-08-19
539644,Tgk. Siti Waluyo,2004-02-29,"Gg. PHH. Mustofa No. 316, Palangkaraya, KU 24157",Finance Supervisor,Finance,2022-12-09
23938,Teguh Nababan,1993-05-01,"Gg. Suniaraja No. 15, Depok, SS 75380",Underwriter,Underwriting,2023-05-07
684075,R.A. Maida Laksita,1999-08-29,"Gang M.T Haryono No. 75, Depok, Sumatera Selatan 21418",CS Officer,Customer Service,2024-12-12
339560,"Dr. Vivi Purnawati, S.E.I",1990-09-09,"Gg. Surapati No. 2, Pariaman, Gorontalo 12517",CS Officer,Customer Service,2022-04-21
317043,drg. Vicky Putra,1988-07-12,"Jl. Surapati No. 82, Payakumbuh, Gorontalo 60238",Finance Supervisor,Finance,2023-09-05
511356,"Unggul Suwarno, S.I.Kom",1964-12-30,"Jalan Ciumbuleuit No. 58, Kupang, Sulawesi Utara 10723",Sales Manager,Sales,2025-01-21
776252,Gabriella Kusmawati,2002-06-23,"Jalan Pasir Koja No. 113, Samarinda, LA 42998",Underwriter,Underwriting,2022-09-26
611314,"Chandra Wijayanti, S.Ked",1975-01-20,"Gg. Sukabumi No. 04, Tegal, MU 46132",Underwriting Supervisor,Underwriting,2020-08-16
202788,Halima Oktaviani,1968-09-05,"Gang Kutai No. 680, Pontianak, NT 57242",Regional Sales Manager,Sales,2022-03-18
407734,"KH. Marsito Wasita, S.E.",2006-03-03,"Jl. Jayawijaya No. 013, Sawahlunto, Sulawesi Tengah 40631",Finance Analyst,Finance,2024-11-29
735536,Dr. Ibrani Jailani,1978-04-21,"Gang Cikutra Barat No. 8, Denpasar, Gorontalo 56081",Claims Manager,Claims,2022-05-11
109546,T. Asirwanda Nababan,2003-07-23,"Gang Moch. Toha No. 72, Bogor, AC 84340",Sales Executive,Sales,2024-08-01
544499,Wani Handayani,1988-08-05,"Jalan Laswi No. 7, Tomohon, MU 72851",Senior Underwriter,Underwriting,2021-12-20
72758,"Ir. Jaya Sitompul, M.TI.",1990-08-21,"Gang Dr. Djunjunan No. 158, Metro, SG 68449",Claims Officer,Claims,2022-05-17
274508,"Cut Melinda Haryanto, M.Pd",1999-04-24,"Jl. Kutisari Selatan No. 6, Kota Administrasi Jakarta Selatan, KU 72974",Underwriting Manager,Underwriting,2023-09-22
13913,Ida Budiyanto,1972-05-27,"Jl. Pasteur No. 839, Medan, Kalimantan Selatan 96225",Senior Underwriter,Underwriting,2021-05-03
871865,"Pangestu Rajata, S.H.",1976-03-30,"Jl. Dipatiukur No. 174, Kota Administrasi Jakarta Pusat, Sulawesi Utara 65718",Finance Staff,Finance,2020-09-08
293992,Jane Latupono,2006-03-05,"Jalan Pasir Koja No. 70, Tegal, MA 46434",Senior CS Officer,Customer Service,2023-05-18
912345,"Chelsea Pradipta, S.I.Kom",1975-01-17,"Jalan Ronggowarsito No. 300, Pariaman, Sulawesi Utara 22448",Senior CS Officer,Customer Service,2023-12-07
216708,Darmanto Saragih,1971-03-11,"Gang Sukabumi No. 2, Cimahi, Banten 45226",Senior Underwriter,Underwriting,2023-08-12
912111,"Queen Najmudin, S.E.",2005-12-26,"Gang Jakarta No. 4, Ternate, AC 91626",Regional Sales Manager,Sales,2024-12-16
577335,Ulva Kusumo,1996-08-28,"Jl. Gedebage Selatan No. 55, Surakarta, Jawa Timur 67346",Finance Manager,Finance,2021-03-13
209058,"Dr. Samiah Saefullah, M.Ak",1987-04-18,"Jl. W.R. Supratman No. 420, Bitung, BT 35678",Finance Staff,Finance,2021-07-27
222809,Waluyo Maryadi,1973-05-05,"Gang Dipenogoro No. 3, Solok, JI 72348",Finance Manager,Finance,2022-10-14
708509,"Kayla Waskita, S.H.",1969-04-12,"Jl. Moch. Toha No. 06, Mataram, BB 85468",CS Officer,Customer Service,2023-03-02
103738,Lantar Winarsih,1990-07-27,"Jl. Cikutra Timur No. 33, Tanjungpinang, AC 17053",Claims Supervisor,Claims,2024-02-16
650228,Ir. Jelita Laksita,2006-10-03,"Jalan Kiaracondong No. 24, Bekasi, KB 99330",Underwriting Supervisor,Underwriting,2020-12-18
404455,Gandewa Kuswoyo,1996-08-26,"Jalan KH Amin Jasuta No. 8, Malang, Kalimantan Utara 61306",Underwriter,Underwriting,2023-02-03
393201,"Tgk. Violet Rajasa, S.E.I",1985-03-18,"Gg. K.H. Wahid Hasyim No. 91, Cirebon, LA 26893",Sales Executive,Sales,2025-06-22
14167,Jatmiko Waluyo,1978-08-25,"Gg. Rajiman No. 96, Padang Sidempuan, LA 90710",Claims Supervisor,Claims,2024-12-18
755256,Edi Oktaviani,1979-03-10,"Jalan Ronggowarsito No. 3, Blitar, Bengkulu 33067",CS Supervisor,Customer Service,2025-01-28
39947,Jamal Hassanah,1973-08-25,"Gang M.H Thamrin No. 7, Palangkaraya, KS 54919",Sales Executive,Sales,2022-06-17
79049,Kadir Oktaviani,1991-06-05,"Gang Rumah Sakit No. 245, Kota Administrasi Jakarta Selatan, Sulawesi Utara 64100",Claims Manager,Claims,2022-06-15
25341,Irma Zulkarnain,1966-01-21,"Gang Cikapayang No. 6, Blitar, BA 49046",Finance Analyst,Finance,2023-01-12
590599,Zahra Suwarno,1985-10-17,"Gang Suryakencana No. 852, Padangpanjang, SS 91686",Finance Manager,Finance,2023-10-19
345624,Lanang Suryono,1965-07-31,"Gg. Rajawali Timur No. 255, Singkawang, Jawa Timur 75006",Finance Manager,Finance,2021-12-22
72639,Okto Melani,1977-08-19,"Gg. Waringin No. 47, Medan, SU 41061",Underwriting Supervisor,Underwriting,2020-11-15
627206,Liman Permata,1999-03-16,"Gang Moch. Ramdan No. 0, Kediri, DI Yogyakarta 35855",Underwriting Supervisor,Underwriting,2020-07-18
416188,Amelia Mandasari,1969-03-11,"Gg. Joyoboyo No. 3, Sorong, Kalimantan Selatan 80210",CS Manager,Customer Service,2021-06-17
687299,Ayu Pudjiastuti,2001-12-17,"Gang KH Amin Jasuta No. 22, Parepare, SU 61276",Claims Manager,Claims,2025-05-07
931040,Cengkal Santoso,1976-11-01,"Gg. Jend. Sudirman No. 14, Palu, Kalimantan Tengah 81308",Senior CS Officer,Customer Service,2021-03-02
749632,"Hasim Sitompul, S.Gz",1978-07-06,"Gang Cihampelas No. 868, Magelang, PA 61193",Sales Manager,Sales,2022-07-14
642928,Rini Yuliarti,1970-03-30,"Gg. Rumah Sakit No. 9, Padangpanjang, NT 03914",Sales Manager,Sales,2023-11-01
307840,Sabri Narpati,1970-06-18,"Jalan Jend. Sudirman No. 113, Ambon, SS 88027",Finance Staff,Finance,2022-12-28
637910,Septi Prasasta,1965-04-03,"Gg. Pelajar Pejuang No. 848, Padangpanjang, JA 17266",Underwriting Manager,Underwriting,2022-03-24
409261,Ida Wulandari,1968-12-15,"Jl. M.H Thamrin No. 5, Magelang, SR 26575",CS Officer,Customer Service,2022-01-29
620996,"Yance Maheswara, S.Psi",1992-06-17,"Jalan Cihampelas No. 7, Prabumulih, Papua 93055",Senior Underwriter,Underwriting,2023-07-15
728604,Puji Hutasoit,1980-11-28,"Jalan Pelajar Pejuang No. 1, Kota Administrasi Jakarta Pusat, BA 78029",CS Supervisor,Customer Service,2023-06-02
828575,"Eka Purnawati, S.IP",1999-12-31,"Jl. Indragiri No. 245, Blitar, Kalimantan Selatan 81441",Senior Underwriter,Underwriting,2020-12-01
382500,Artanto Namaga,1989-08-12,"Jl. Monginsidi No. 58, Blitar, Sulawesi Utara 79009",Claims Manager,Claims,2024-11-19
39448,Jamil Uyainah,1983-04-30,"Jalan Lembong No. 534, Tarakan, DI Yogyakarta 79026",Finance Manager,Finance,2024-11-30
92822,Sakti Prabowo,1969-03-02,"Jalan Gedebage Selatan No. 935, Lhokseumawe, Jambi 24666",Regional Sales Manager,Sales,2021-05-30
851218,Yessi Mulyani,1994-07-19,"Gg. Ahmad Dahlan No. 53, Padangpanjang, KR 95703",Claims Supervisor,Claims,2024-04-22
372691,dr. Dwi Purnawati,1983-08-12,"Gg. Laswi No. 752, Surakarta, JT 47368",Finance Supervisor,Finance,2024-09-05
205078,"Cut Safina Kusmawati, S.Ked",2004-09-18,"Jalan Yos Sudarso No. 16, Purwokerto, PA 77147",Senior Underwriter,Underwriting,2025-06-06
374033,"Wulan Nurdiyanti, S.Pd",1974-05-21,"Jl. Rawamangun No. 2, Cirebon, Kalimantan Barat 20346",Senior CS Officer,Customer Service,2020-11-17
54997,Bakidin Tarihoran,1984-03-29,"Gg. Bangka Raya No. 935, Banda Aceh, JI 61198",Finance Supervisor,Finance,2024-07-05
702715,Luthfi Rajasa,2002-11-09,"Gg. Setiabudhi No. 0, Denpasar, Nusa Tenggara Barat 40834",Regional Sales Manager,Sales,2023-08-25
413955,Dalimin Permata,1967-07-28,"Jalan PHH. Mustofa No. 404, Tangerang Selatan, JK 06471",CS Officer,Customer Service,2021-07-04
609089,Tira Saragih,1983-11-08,"Jl. Veteran No. 56, Tarakan, KT 44629",Sales Manager,Sales,2024-10-01
866585,Ella Utami,2002-09-22,"Gang Setiabudhi No. 8, Mojokerto, Kalimantan Selatan 04087",Finance Analyst,Finance,2020-12-11
143521,Nova Purnawati,1975-02-08,"Gang Rajawali Barat No. 531, Tegal, YO 62353",Underwriting Supervisor,Underwriting,2021-10-05
